icpu-aiub Partition – CURRENT STATUS
Timestamp: 2026-09-21 16:00:09
================================================================================

TOTAL RUNNING: 31
TOTAL PENDING: 0

Per User:
--------------------------------------------------------------------------------
am19f021     (am19f021  )  RUNNING:  3   PENDING:  0
Cyril        (ck18y530  )  RUNNING: 24   PENDING:  0
Code (rapid) (l_code_r  )  RUNNING:  3   PENDING:  0
ggsp         (l_ggsp    )  RUNNING:  1   PENDING:  0


Weekly statistics (last 7 days, 1h mean values)
================================================================================

am19f021 (am19f021)
--------------------------------------------------------------------------------
Ø RUNNING: 3.00
Ø PENDING: 0.00
MAX RUNNING: 3.00
MAX PENDING: 0.00

RUNNING history:
21.09 16h | ████████████████████████████████████████ (3.0)
15.09 10h |  (1.0)
15.09 11h | ████████████████ (120.0)
15.09 12h | ████ (35.0)
15.09 13h | █████████████████████████ (188.0)
15.09 14h |  (1.0)
15.09 16h | ███████████████████████████████████████ (299.0)
15.09 17h | ██████████████████████████████████ (260.0)
15.09 19h | ████████████████ (125.0)
15.09 20h |  (2.0)
15.09 23h |  (1.0)
16.09 00h |  (2.0)
16.09 01h |  (2.0)
16.09 03h | ████████████████████████ (185.0)
16.09 14h |  (4.0)
16.09 19h | ██████ (50.0)
16.09 20h |  (1.0)
16.09 21h |  (1.0)
17.09 00h |  (3.0)
17.09 01h | ████████████████████████████████████████ (300.0)
17.09 03h | █████████████████████ (162.0)
17.09 06h |  (1.0)
17.09 19h | █████████████████ (129.0)
17.09 20h |  (1.0)
17.09 21h |  (1.0)
18.09 00h |  (6.0)
18.09 01h | ███████████████████████████████████████ (299.0)
18.09 03h | ███████████████████████████████ (238.0)
18.09 19h | █████████████████ (129.0)
18.09 20h | ████ (33.0)
18.09 22h |  (0.0)
18.09 23h |  (1.0)
19.09 00h |  (1.0)
19.09 01h | █ (10.0)
19.09 19h | ████████████ (96.0)
19.09 20h |  (1.0)
19.09 21h |  (1.0)
20.09 00h | ████ (31.0)
20.09 01h | ███████████████████████████████████████ (299.0)
20.09 04h |  (1.0)
20.09 19h | █ (9.0)
20.09 20h |  (1.0)
20.09 21h | ██ (18.0)
20.09 23h |  (1.0)
21.09 00h | ███████████████████ (145.0)
21.09 04h |  (1.0)

PENDING history:
14.09 19h |  (2.0)
14.09 20h |  (0.0)
14.09 21h |  (0.0)
14.09 22h |  (1.0)
14.09 23h |  (0.0)
15.09 00h |  (0.0)
15.09 02h |  (0.0)
15.09 10h |  (0.0)
15.09 11h |  (1.0)
15.09 12h |  (0.0)
15.09 13h |  (2.0)
15.09 14h |  (0.0)
15.09 16h |  (2.0)
15.09 17h | █ (3.0)
15.09 19h |  (0.0)
15.09 20h |  (0.0)
15.09 23h |  (0.0)
16.09 00h |  (0.0)
16.09 01h |  (0.0)
16.09 03h | ████████████████████████████████████████ (94.0)
16.09 14h |  (0.0)
16.09 19h |  (0.0)
16.09 20h |  (0.0)
16.09 21h |  (0.0)
17.09 00h |  (0.0)
17.09 01h |  (0.0)
17.09 03h | █ (4.0)
17.09 06h |  (0.0)
17.09 19h |  (0.0)
17.09 20h |  (0.0)
17.09 21h |  (0.0)
18.09 00h |  (0.0)
18.09 01h |  (0.0)
18.09 03h |  (1.0)
18.09 19h |  (0.0)
18.09 20h | ███ (9.0)
18.09 22h | █ (3.0)
18.09 23h |  (0.0)
19.09 00h |  (0.0)
19.09 01h |  (0.0)
19.09 19h |  (2.0)
19.09 20h |  (0.0)
19.09 21h |  (0.0)
20.09 00h |  (1.0)
20.09 01h |  (0.0)
20.09 04h |  (0.0)
20.09 19h |  (0.0)
20.09 20h |  (0.0)
20.09 21h |  (0.0)
20.09 23h |  (0.0)
21.09 00h |  (0.0)
21.09 04h |  (0.0)


l_code_m (l_code_m)
--------------------------------------------------------------------------------
Ø RUNNING: 5.65
Ø PENDING: 0.96
MAX RUNNING: 50.00
MAX PENDING: 14.00

RUNNING history:
14.09 21h | ██ (3.0)
14.09 22h |  (1.0)
14.09 23h |  (1.0)
15.09 00h | ██ (3.0)
15.09 21h | ████████████████████████████████████████ (50.0)
15.09 22h |  (0.0)
15.09 23h |  (1.0)
16.09 00h |  (0.0)
16.09 21h | █████████████████████████████████████ (47.0)
16.09 22h |  (1.0)
16.09 23h |  (1.0)
17.09 00h |  (1.0)
17.09 21h | ███ (4.0)
17.09 22h |  (1.0)
17.09 23h |  (1.0)
18.09 21h |  (0.0)
18.09 22h |  (1.0)
18.09 23h |  (1.0)
19.09 00h |  (1.0)
19.09 21h | ███ (4.0)
19.09 22h |  (1.0)
19.09 23h |  (1.0)
20.09 00h | ███ (4.0)
20.09 21h | ███ (4.0)
20.09 22h | █████████ (12.0)
20.09 23h | ██ (3.0)

PENDING history:
14.09 21h |  (0.0)
14.09 22h |  (0.0)
14.09 23h |  (0.0)
15.09 00h |  (0.0)
15.09 21h |  (0.0)
15.09 22h | ██ (1.0)
15.09 23h |  (0.0)
16.09 00h | ██ (1.0)
16.09 21h | █████ (2.0)
16.09 22h |  (0.0)
16.09 23h |  (0.0)
17.09 00h |  (0.0)
17.09 21h |  (0.0)
17.09 22h |  (0.0)
17.09 23h |  (0.0)
18.09 21h | █████ (2.0)
18.09 22h | ██████████████ (5.0)
18.09 23h | ████████████████████████████████████████ (14.0)
19.09 00h |  (0.0)
19.09 21h |  (0.0)
19.09 22h |  (0.0)
19.09 23h |  (0.0)
20.09 00h |  (0.0)
20.09 21h |  (0.0)
20.09 22h |  (0.0)
20.09 23h |  (0.0)


Code (rapid) (l_code_r)
--------------------------------------------------------------------------------
Ø RUNNING: 19.33
Ø PENDING: 2.72
MAX RUNNING: 149.00
MAX PENDING: 74.00

RUNNING history:
14.09 16h | ███████████ (44.0)
14.09 21h |  (1.0)
15.09 00h |  (1.0)
15.09 03h | █ (5.0)
15.09 08h |  (1.0)
15.09 09h |  (1.0)
15.09 13h | ██ (9.0)
15.09 15h |  (1.0)
15.09 16h | ████████ (32.0)
15.09 18h | █████████████████████████ (95.0)
15.09 21h | ████████████████████████ (91.0)
16.09 03h | ███████████ (41.0)
16.09 08h |  (0.0)
16.09 09h | █ (5.0)
16.09 10h |  (0.0)
16.09 13h | ███████████████████ (72.0)
16.09 15h |  (0.0)
16.09 16h | █████████████████████████████████ (124.0)
16.09 18h |  (2.0)
16.09 21h | ████████████ (48.0)
17.09 00h |  (1.0)
17.09 03h | █ (4.0)
17.09 08h |  (1.0)
17.09 09h | █ (7.0)
17.09 10h | ██████████████████████████ (100.0)
17.09 13h |  (3.0)
17.09 15h | ████ (18.0)
17.09 16h |  (1.0)
17.09 18h |  (1.0)
17.09 21h |  (1.0)
18.09 00h |  (1.0)
18.09 03h |  (3.0)
18.09 08h | ████████████████████████████████████████ (149.0)
18.09 09h |  (1.0)
18.09 10h | ██ (9.0)
18.09 13h | █ (4.0)
18.09 14h | ███ (14.0)
18.09 15h | █ (4.0)
18.09 16h |  (3.0)
18.09 18h |  (1.0)
18.09 21h |  (0.0)
19.09 00h |  (2.0)
19.09 03h |  (1.0)
19.09 08h | █████████████████████ (80.0)
19.09 09h |  (3.0)
19.09 10h |  (1.0)
19.09 13h | █ (4.0)
19.09 15h | █ (5.0)
19.09 16h |  (3.0)
19.09 18h |  (1.0)
19.09 21h |  (0.0)
20.09 00h |  (1.0)
20.09 08h | ███████████████████████████████ (116.0)
20.09 09h | █ (4.0)
20.09 13h | █ (4.0)
20.09 15h | █ (4.0)
20.09 16h | ████████████████████ (77.0)
20.09 18h |  (1.0)
20.09 21h |  (1.0)
21.09 00h | ██ (9.0)
21.09 03h |  (1.0)
21.09 08h | ███████████████ (59.0)
21.09 09h | █ (4.0)
21.09 10h |  (2.0)
21.09 13h | █ (5.0)
21.09 15h | █ (5.0)
21.09 16h |  (3.0)

PENDING history:
14.09 16h |  (0.0)
14.09 21h |  (0.0)
15.09 00h |  (0.0)
15.09 03h |  (0.0)
15.09 08h |  (0.0)
15.09 09h |  (0.0)
15.09 13h |  (0.0)
15.09 15h |  (0.0)
15.09 16h |  (0.0)
15.09 18h | ██ (4.0)
15.09 21h |  (1.0)
16.09 03h | ████████████████████████████████████████ (74.0)
16.09 08h | ████████ (15.0)
16.09 09h |  (0.0)
16.09 10h | ████ (9.0)
16.09 13h | █████████████████████ (39.0)
16.09 15h |  (1.0)
16.09 16h | ██████████████ (26.0)
16.09 18h |  (0.0)
16.09 21h | ██ (5.0)
17.09 00h |  (0.0)
17.09 03h |  (0.0)
17.09 08h |  (0.0)
17.09 09h |  (0.0)
17.09 10h |  (1.0)
17.09 13h |  (0.0)
17.09 15h |  (0.0)
17.09 16h |  (0.0)
17.09 18h |  (0.0)
17.09 21h |  (0.0)
18.09 00h |  (0.0)
18.09 03h |  (0.0)
18.09 08h |  (0.0)
18.09 09h |  (0.0)
18.09 10h |  (0.0)
18.09 13h |  (0.0)
18.09 14h |  (0.0)
18.09 15h |  (0.0)
18.09 16h |  (0.0)
18.09 18h |  (0.0)
18.09 21h | █ (2.0)
19.09 00h |  (0.0)
19.09 03h |  (0.0)
19.09 08h |  (0.0)
19.09 09h |  (0.0)
19.09 10h |  (0.0)
19.09 13h |  (0.0)
19.09 15h |  (0.0)
19.09 16h |  (0.0)
19.09 18h |  (0.0)
19.09 21h |  (1.0)
20.09 00h |  (0.0)
20.09 08h |  (0.0)
20.09 09h |  (0.0)
20.09 13h |  (0.0)
20.09 15h |  (0.0)
20.09 16h | █ (2.0)
20.09 18h |  (0.0)
20.09 21h |  (0.0)
21.09 00h |  (1.0)
21.09 03h |  (0.0)
21.09 08h |  (0.0)
21.09 09h |  (1.0)
21.09 10h |  (0.0)
21.09 13h |  (0.0)
21.09 15h |  (0.0)
21.09 16h |  (0.0)


Code (SLR) (l_code_s)
--------------------------------------------------------------------------------
Ø RUNNING: 2.65
Ø PENDING: 0.37
MAX RUNNING: 22.00
MAX PENDING: 8.00

RUNNING history:
14.09 18h | █ (1.0)
14.09 19h | █ (1.0)
14.09 20h | █ (1.0)
15.09 00h | █ (1.0)
15.09 01h | ██████████████████ (10.0)
15.09 04h | █ (1.0)
15.09 18h | █ (1.0)
15.09 19h | █ (1.0)
15.09 20h | █ (1.0)
15.09 23h | █████████████████████ (12.0)
16.09 00h | █ (1.0)
16.09 01h |  (0.0)
16.09 18h | █ (1.0)
16.09 19h | █ (1.0)
16.09 20h | █ (1.0)
16.09 23h | █████ (3.0)
17.09 00h | ████████████████████████████████████████ (22.0)
17.09 01h | ███████ (4.0)
17.09 18h | █ (1.0)
17.09 19h | █ (1.0)
17.09 20h | █ (1.0)
17.09 23h | █████ (3.0)
18.09 00h | █ (1.0)
18.09 01h | ███████ (4.0)
18.09 18h | █ (1.0)
18.09 19h | █ (1.0)
18.09 20h | █ (1.0)
18.09 23h |  (0.0)
19.09 00h | ███████ (4.0)
19.09 01h | █████████ (5.0)
19.09 18h | █ (1.0)
19.09 19h | █ (1.0)
19.09 20h | █ (1.0)
19.09 23h | ███ (2.0)
20.09 00h | ███ (2.0)
20.09 01h | █████████ (5.0)
20.09 18h | █ (1.0)
20.09 19h | █ (1.0)
20.09 20h | ███ (2.0)
20.09 23h | █ (1.0)
21.09 00h | █ (1.0)
21.09 01h | ███████ (4.0)
21.09 04h | ██████████ (6.0)

PENDING history:
14.09 18h |  (0.0)
14.09 19h |  (0.0)
14.09 20h |  (0.0)
15.09 00h |  (0.0)
15.09 01h |  (0.0)
15.09 04h |  (0.0)
15.09 18h |  (0.0)
15.09 19h |  (0.0)
15.09 20h |  (0.0)
15.09 23h |  (0.0)
16.09 00h |  (0.0)
16.09 01h | ████████████████████████████████████████ (8.0)
16.09 18h |  (0.0)
16.09 19h |  (0.0)
16.09 20h |  (0.0)
16.09 23h |  (0.0)
17.09 00h |  (0.0)
17.09 01h |  (0.0)
17.09 18h |  (0.0)
17.09 19h |  (0.0)
17.09 20h |  (0.0)
17.09 23h |  (0.0)
18.09 00h |  (0.0)
18.09 01h |  (0.0)
18.09 18h |  (0.0)
18.09 19h |  (0.0)
18.09 20h |  (0.0)
18.09 23h | ████████████████████████████████████████ (8.0)
19.09 00h |  (0.0)
19.09 01h |  (0.0)
19.09 18h |  (0.0)
19.09 19h |  (0.0)
19.09 20h |  (0.0)
19.09 23h |  (0.0)
20.09 00h |  (0.0)
20.09 01h |  (0.0)
20.09 18h |  (0.0)
20.09 19h |  (0.0)
20.09 20h |  (0.0)
20.09 23h |  (0.0)
21.09 00h |  (0.0)
21.09 01h |  (0.0)
21.09 04h |  (0.0)


ggsp (l_ggsp)
--------------------------------------------------------------------------------
Ø RUNNING: 17.37
Ø PENDING: 1.61
MAX RUNNING: 103.00
MAX PENDING: 17.00

RUNNING history:
14.09 16h | █ (4.0)
14.09 17h | ████████████████████ (54.0)
14.09 18h | █ (4.0)
14.09 19h |  (2.0)
14.09 20h |  (1.0)
14.09 22h |  (1.0)
14.09 23h | ███ (10.0)
15.09 00h | ███████████████████████████ (72.0)
15.09 01h | ████████████████████████████████ (84.0)
15.09 02h | ███████ (20.0)
15.09 10h |  (2.0)
15.09 11h |  (1.0)
15.09 12h |  (1.0)
15.09 14h |  (2.0)
15.09 15h | ████ (11.0)
15.09 16h |  (0.0)
15.09 17h |  (1.0)
15.09 18h | █ (3.0)
15.09 19h |  (0.0)
15.09 20h |  (1.0)
15.09 21h | █ (3.0)
15.09 22h | █ (4.0)
15.09 23h | █ (3.0)
16.09 00h | ████ (12.0)
16.09 01h | ██████ (16.0)
16.09 02h |  (0.0)
16.09 03h |  (0.0)
16.09 04h |  (1.0)
16.09 05h |  (0.0)
16.09 06h | ██████████████████████████████████████ (100.0)
16.09 07h | ████████████████████████████████████████ (103.0)
16.09 08h | ███████████████████ (49.0)
16.09 09h |  (0.0)
16.09 10h | █ (4.0)
16.09 11h |  (0.0)
16.09 12h | █ (3.0)
16.09 13h | ███ (8.0)
16.09 14h | ███ (8.0)
16.09 15h | ███ (9.0)
16.09 16h | ██████████████████████████████ (79.0)
17.09 10h | █ (3.0)
17.09 11h | █ (4.0)
18.09 09h |  (2.0)
18.09 10h | █ (3.0)
18.09 11h | ██████████████████████████████████████ (98.0)
19.09 09h |  (1.0)
19.09 10h | █ (3.0)
19.09 11h | ███████ (19.0)
20.09 09h | ████ (12.0)
20.09 10h | █ (3.0)
21.09 09h |  (2.0)
21.09 11h | ████ (11.0)
21.09 15h | ██████████████████████████████████████ (100.0)
21.09 16h |  (1.0)

PENDING history:
14.09 16h |  (0.0)
14.09 17h | ███████████ (5.0)
14.09 18h |  (0.0)
14.09 19h |  (0.0)
14.09 20h |  (0.0)
14.09 22h |  (0.0)
14.09 23h |  (0.0)
15.09 00h |  (0.0)
15.09 01h |  (0.0)
15.09 02h |  (0.0)
15.09 10h |  (0.0)
15.09 11h |  (0.0)
15.09 12h |  (0.0)
15.09 14h |  (0.0)
15.09 15h | ████ (2.0)
15.09 16h | ████ (2.0)
15.09 17h | ████ (2.0)
15.09 18h | ████ (2.0)
15.09 19h | ████ (2.0)
15.09 20h | ████ (2.0)
15.09 21h | ████ (2.0)
15.09 22h | ████████████████ (7.0)
15.09 23h | ████ (2.0)
16.09 00h | ███████ (3.0)
16.09 01h | ████████████████████████████████████████ (17.0)
16.09 02h | ███████ (3.0)
16.09 03h | ██████████████ (6.0)
16.09 04h | ████ (2.0)
16.09 05h | ████ (2.0)
16.09 06h | ████ (2.0)
16.09 07h | ████ (2.0)
16.09 08h | ██████████████████ (8.0)
16.09 09h | ████ (2.0)
16.09 10h | ████ (2.0)
16.09 11h | ████ (2.0)
16.09 12h | ████ (2.0)
16.09 13h | ████ (2.0)
16.09 14h | ████ (2.0)
16.09 15h | ████ (2.0)
16.09 16h |  (0.0)
17.09 10h |  (0.0)
17.09 11h |  (0.0)
18.09 09h |  (0.0)
18.09 10h |  (0.0)
18.09 11h |  (0.0)
19.09 09h |  (0.0)
19.09 10h |  (0.0)
19.09 11h |  (0.0)
20.09 09h |  (0.0)
20.09 10h |  (0.0)
21.09 09h |  (0.0)
21.09 11h |  (0.0)
21.09 15h |  (0.0)
21.09 16h |  (0.0)


Daniel (l_hpfaiu)
--------------------------------------------------------------------------------
Ø RUNNING: 8.36
Ø PENDING: 4.55
MAX RUNNING: 29.00
MAX PENDING: 40.00

RUNNING history:
14.09 17h | ████████████████████████████ (21.0)
15.09 03h | █████ (4.0)
15.09 15h | ███████████████████████████████████ (26.0)
15.09 16h | ████████████████████████████████████████ (29.0)
16.09 03h |  (0.0)
16.09 13h |  (0.0)
17.09 03h | ██ (2.0)
18.09 03h | ██ (2.0)
19.09 03h | ██ (2.0)
20.09 03h | █████ (4.0)
21.09 03h | ██ (2.0)

PENDING history:
14.09 17h | █████ (5.0)
15.09 03h |  (0.0)
15.09 15h |  (0.0)
15.09 16h |  (0.0)
