icpu-aiub Partition – CURRENT STATUS
Timestamp: 2026-09-21 16:00:09
================================================================================

TOTAL RUNNING: 31
TOTAL PENDING: 0

Per User:
--------------------------------------------------------------------------------
am19f021     (am19f021  )  RUNNING:  3   PENDING:  0
Cyril        (ck18y530  )  RUNNING: 24   PENDING:  0
Code (rapid) (l_code_r  )  RUNNING:  3   PENDING:  0
ggsp         (l_ggsp    )  RUNNING:  1   PENDING:  0


Weekly statistics (last 7 days, 1h mean values)
================================================================================

am19f021 (am19f021)
--------------------------------------------------------------------------------
Ø RUNNING: 3.00
Ø PENDING: 0.00
MAX RUNNING: 3.00
MAX PENDING: 0.00

RUNNING history:
21.09 16h | ████████████████████████████████████████ (3.0)

PENDING history:
21.09 16h |  (0.0)


Cyril (ck18y530)
--------------------------------------------------------------------------------
Ø RUNNING: 48.98
Ø PENDING: 1.44
MAX RUNNING: 346.00
MAX PENDING: 79.00

RUNNING history:
14.09 16h |  (1.0)
14.09 17h | █████████████ (120.0)
14.09 18h | ████████████████ (145.0)
14.09 19h | ███ (26.0)
14.09 20h | ███ (26.0)
14.09 21h | ██ (23.0)
14.09 22h | ██ (22.0)
14.09 23h | ████ (35.0)
15.09 00h | ██ (22.0)
15.09 01h | ██ (21.0)
15.09 02h | ██ (20.0)
15.09 03h | ██ (19.0)
15.09 04h | ██ (19.0)
15.09 05h | ██ (19.0)
15.09 06h | ██ (19.0)
15.09 07h | ██ (19.0)
15.09 08h | ██ (19.0)
15.09 09h | ██ (18.0)
15.09 10h | ██ (21.0)
15.09 11h | ███ (34.0)
15.09 12h | ██ (21.0)
15.09 13h |  (4.0)
15.09 15h |  (1.0)
15.09 16h |  (2.0)
15.09 21h | ██████████████ (124.0)
15.09 22h | ████ (40.0)
15.09 23h | █ (9.0)
16.09 11h |  (0.0)
16.09 16h |  (1.0)
16.09 17h | ██ (24.0)
16.09 18h | ███ (26.0)
16.09 19h | █████ (44.0)
16.09 20h |  (2.0)
16.09 21h | ███████████████████████████ (241.0)
16.09 22h |  (3.0)
16.09 23h |  (4.0)
17.09 00h | ████████████████████████████████████████ (346.0)
17.09 01h |  (2.0)
17.09 02h |  (3.0)
17.09 03h |  (2.0)
17.09 04h |  (5.0)
17.09 05h |  (1.0)
17.09 06h |  (1.0)
17.09 07h |  (1.0)
17.09 08h |  (1.0)
17.09 09h |  (1.0)
17.09 10h | ███████████ (103.0)
17.09 11h |  (1.0)
17.09 12h | ████ (40.0)
17.09 13h | ████ (40.0)
17.09 14h | ████ (40.0)
17.09 15h |  (3.0)
17.09 16h | ████████████████████████████████ (280.0)
17.09 17h |  (3.0)
17.09 18h | ███ (34.0)
17.09 19h | █ (10.0)
17.09 20h | ████ (41.0)
17.09 21h | ████ (41.0)
17.09 22h | ████ (41.0)
17.09 23h | █████ (48.0)
18.09 00h | ███████████ (100.0)
18.09 01h | ████ (42.0)
18.09 02h | ████ (42.0)
18.09 03h |  (7.0)
18.09 04h | ████ (40.0)
18.09 05h | ████ (40.0)
18.09 06h | ████ (40.0)
18.09 07h | ████ (40.0)
18.09 08h | ████ (36.0)
18.09 09h | ████ (40.0)
18.09 10h | ██ (25.0)
18.09 11h | ████ (36.0)
18.09 12h | ████████████████████████████████ (283.0)
18.09 13h | ██ (20.0)
18.09 14h | ████████ (75.0)
18.09 15h | ████████████████ (140.0)
18.09 16h | ███████ (62.0)
18.09 17h | ██████ (57.0)
18.09 18h | ██████ (56.0)
18.09 19h | ██████████████████████████████ (265.0)
18.09 20h | ███████████ (101.0)
18.09 21h | ████ (37.0)
18.09 22h | ██████ (54.0)
18.09 23h |  (7.0)
19.09 00h | █████ (49.0)
19.09 01h | ██████ (58.0)
19.09 02h | █████ (49.0)
19.09 03h | █████ (51.0)
19.09 04h | ████ (42.0)
19.09 05h | █████ (44.0)
19.09 06h | █████ (48.0)
19.09 07h |  (1.0)
19.09 08h | ██████████ (88.0)
19.09 09h | ██ (24.0)
19.09 10h | █ (16.0)
19.09 11h | █ (9.0)
19.09 12h | ██ (25.0)
19.09 13h | ███ (29.0)
19.09 14h | ████ (38.0)
19.09 15h | ██ (25.0)
19.09 16h | ████ (40.0)
19.09 17h | ████ (40.0)
19.09 18h | ████ (40.0)
19.09 19h | █ (17.0)
19.09 20h | ████ (41.0)
19.09 21h | ████ (42.0)
19.09 22h | ████ (42.0)
19.09 23h | █████ (44.0)
20.09 00h | ███████████ (100.0)
20.09 01h | ████ (41.0)
20.09 02h | ████ (42.0)
20.09 03h | █████ (44.0)
20.09 04h | ████ (40.0)
20.09 05h | █████ (48.0)
20.09 06h | ████ (41.0)
20.09 07h | ████ (40.0)
20.09 08h | ████ (40.0)
20.09 09h | ████ (40.0)
20.09 10h | ████ (40.0)
20.09 11h | ████ (40.0)
20.09 12h | ████ (40.0)
20.09 13h | ████ (40.0)
20.09 14h | ████ (40.0)
20.09 15h | ████ (40.0)
20.09 16h | ████ (40.0)
20.09 17h | ████ (40.0)
20.09 18h | ████ (40.0)
20.09 19h | █████████████ (121.0)
20.09 20h | ███████████████████████████ (242.0)
20.09 21h | ██████████████ (126.0)
20.09 22h | ███████████████ (133.0)
20.09 23h | ████████████████ (147.0)
21.09 00h | ███████████████████████ (205.0)
21.09 01h | █████████████████ (149.0)
21.09 02h | ████████████████ (146.0)
21.09 03h | ███ (32.0)
21.09 04h | ███ (26.0)
21.09 05h | ██ (23.0)
21.09 06h | ███ (33.0)
21.09 07h | ███ (31.0)
21.09 08h | ███ (31.0)
21.09 09h | ██ (23.0)
21.09 10h | ██ (23.0)
21.09 11h | ██ (24.0)
21.09 12h | ██ (23.0)
21.09 13h | ██ (23.0)
21.09 14h | ██ (24.0)
21.09 15h | ██ (24.0)
21.09 16h | ██ (24.0)

PENDING history:
14.09 16h |  (0.0)
14.09 17h |  (0.0)
14.09 18h |  (0.0)
14.09 19h |  (0.0)
14.09 20h |  (0.0)
14.09 21h |  (0.0)
14.09 22h |  (0.0)
14.09 23h |  (0.0)
15.09 00h |  (0.0)
15.09 01h |  (0.0)
15.09 02h |  (0.0)
15.09 03h |  (0.0)
15.09 04h |  (0.0)
15.09 05h |  (0.0)
15.09 06h |  (0.0)
15.09 07h |  (0.0)
15.09 08h |  (0.0)
15.09 09h |  (1.0)
15.09 10h |  (0.0)
15.09 11h |  (0.0)
15.09 12h |  (0.0)
15.09 13h |  (0.0)
15.09 15h |  (0.0)
15.09 16h |  (0.0)
15.09 21h |  (0.0)
15.09 22h | ██ (5.0)
15.09 23h |  (0.0)
16.09 11h |  (1.0)
16.09 16h |  (0.0)
16.09 17h |  (0.0)
16.09 18h |  (0.0)
16.09 19h |  (0.0)
16.09 20h |  (0.0)
16.09 21h |  (0.0)
16.09 22h |  (0.0)
16.09 23h |  (0.0)
17.09 00h |  (0.0)
17.09 01h |  (0.0)
17.09 02h |  (0.0)
17.09 03h |  (0.0)
17.09 04h |  (0.0)
17.09 05h |  (0.0)
17.09 06h |  (0.0)
17.09 07h |  (0.0)
17.09 08h |  (0.0)
17.09 09h |  (0.0)
17.09 10h |  (0.0)
17.09 11h |  (0.0)
17.09 12h |  (0.0)
17.09 13h |  (0.0)
17.09 14h |  (0.0)
17.09 15h |  (0.0)
17.09 16h |  (0.0)
17.09 17h | ████████████████████████████████████████ (79.0)
17.09 18h |  (0.0)
17.09 19h |  (0.0)
17.09 20h |  (0.0)
17.09 21h |  (0.0)
17.09 22h |  (0.0)
17.09 23h |  (0.0)
18.09 00h |  (0.0)
18.09 01h |  (0.0)
18.09 02h |  (0.0)
18.09 03h |  (0.0)
18.09 04h |  (0.0)
18.09 05h |  (0.0)
18.09 06h |  (0.0)
18.09 07h |  (0.0)
18.09 08h |  (0.0)
18.09 09h |  (0.0)
18.09 10h |  (0.0)
18.09 11h |  (0.0)
18.09 12h |  (0.0)
18.09 13h | █████████████████████████ (50.0)
18.09 14h |  (0.0)
18.09 15h |  (0.0)
18.09 16h |  (0.0)
18.09 17h |  (0.0)
18.09 18h |  (0.0)
18.09 19h |  (0.0)
18.09 20h | █ (3.0)
18.09 21h | █████████████████████████████████ (66.0)
18.09 22h | ███ (7.0)
18.09 23h |  (1.0)
19.09 00h |  (0.0)
19.09 01h |  (0.0)
19.09 02h |  (0.0)
19.09 03h |  (0.0)
19.09 04h |  (0.0)
19.09 05h |  (0.0)
19.09 06h |  (0.0)
19.09 07h |  (0.0)
19.09 08h |  (0.0)
19.09 09h |  (0.0)
19.09 10h |  (0.0)
19.09 11h |  (0.0)
19.09 12h |  (0.0)
19.09 13h |  (0.0)
19.09 14h |  (0.0)
19.09 15h |  (0.0)
19.09 16h |  (0.0)
19.09 17h |  (0.0)
19.09 18h |  (0.0)
19.09 19h |  (0.0)
19.09 20h |  (0.0)
19.09 21h |  (0.0)
19.09 22h |  (0.0)
19.09 23h |  (0.0)
20.09 00h |  (0.0)
20.09 01h |  (0.0)
20.09 02h |  (0.0)
20.09 03h |  (0.0)
20.09 04h |  (0.0)
20.09 05h |  (0.0)
20.09 06h |  (0.0)
20.09 07h |  (0.0)
20.09 08h |  (0.0)
20.09 09h |  (0.0)
20.09 10h |  (0.0)
20.09 11h |  (0.0)
20.09 12h |  (0.0)
20.09 13h |  (0.0)
20.09 14h |  (0.0)
20.09 15h |  (0.0)
20.09 16h |  (0.0)
20.09 17h |  (0.0)
20.09 18h |  (0.0)
20.09 19h |  (0.0)
20.09 20h |  (0.0)
20.09 21h |  (0.0)
20.09 22h |  (0.0)
20.09 23h |  (0.0)
21.09 00h |  (0.0)
21.09 01h |  (0.0)
21.09 02h |  (1.0)
21.09 03h |  (0.0)
21.09 04h |  (0.0)
21.09 05h |  (0.0)
21.09 06h |  (0.0)
21.09 07h |  (0.0)
21.09 08h |  (0.0)
21.09 09h |  (0.0)
21.09 10h |  (0.0)
21.09 11h |  (0.0)
21.09 12h |  (1.0)
21.09 13h |  (0.0)
21.09 14h |  (0.0)
21.09 15h |  (0.0)
21.09 16h |  (0.0)


Code (l_code)
--------------------------------------------------------------------------------
Ø RUNNING: 1.17
Ø PENDING: 0.33
MAX RUNNING: 4.00
MAX PENDING: 1.00

RUNNING history:
15.09 16h | ██████████ (1.0)
15.09 17h | ██████████ (1.0)
17.09 09h | ████████████████████████████████████████ (4.0)
17.09 10h | ██████████ (1.0)
18.09 21h |  (0.0)
18.09 22h |  (0.0)

PENDING history:
15.09 16h |  (0.0)
15.09 17h |  (0.0)
17.09 09h |  (0.0)
17.09 10h |  (0.0)
18.09 21h | ████████████████████████████████████████ (1.0)
18.09 22h | ████████████████████████████████████████ (1.0)


Code (final) (l_code_f)
--------------------------------------------------------------------------------
Ø RUNNING: 66.23
Ø PENDING: 2.40
MAX RUNNING: 300.00
MAX PENDING: 94.00

RUNNING history:
14.09 19h | ████████████████ (120.0)
14.09 20h |  (2.0)
14.09 21h |  (1.0)
14.09 22h | ███████████████ (119.0)
14.09 23h |  (4.0)
15.09 00h |  (2.0)
15.09 02h |  (1.0)
