2026-07-15T14:00:14.383330;l_code_f;4;0
2026-07-15T19:00:10.538617;l_code_f;12;0
2026-07-15T20:00:12.023846;l_code_f;1;0
2026-07-15T21:00:09.066762;l_code_f;1;0
2026-07-15T22:00:09.521525;l_code_f;82;159
2026-07-15T23:00:09.286968;l_code_f;7;0
2026-07-16T00:00:11.048825;l_code_f;6;0
2026-07-16T01:00:09.731753;l_code_f;2;0
2026-07-16T02:00:08.890596;l_code_f;3;0
2026-07-16T03:00:09.751048;l_code_f;251;0
2026-07-16T04:00:10.398918;l_code_f;2;0
2026-07-16T05:00:10.552823;l_code_f;2;0
2026-07-16T06:00:10.384455;l_code_f;2;0
2026-07-16T14:00:10.390442;l_code_f;4;0
2026-07-16T19:00:17.381131;l_code_f;71;5
2026-07-16T20:00:09.854189;l_code_f;43;0
2026-07-16T21:00:09.897734;l_code_f;19;0
2026-07-16T22:00:09.042736;l_code_f;120;0
2026-07-16T23:00:10.237225;l_code_f;17;0
2026-07-17T00:00:09.627875;l_code_f;3;0
2026-07-17T01:00:10.225326;l_code_f;161;0
2026-07-17T02:00:10.353410;l_code_f;2;0
2026-07-17T04:00:09.266715;l_code_f;2;0
2026-07-17T05:00:10.512090;l_code_f;119;0
2026-07-17T06:00:16.661158;l_code_f;4;0
2026-07-17T07:00:10.072432;l_code_f;1;0
2026-07-17T14:00:09.261136;l_code_f;4;0
2026-07-17T19:00:09.815981;l_code_f;6;0
2026-07-17T22:00:18.777269;l_code_f;292;0
2026-07-17T23:00:09.079768;l_code_f;14;0
2026-07-18T00:00:23.577258;l_code_f;3;0
2026-07-18T01:00:10.516838;l_code_f;2;0
2026-07-18T02:00:10.672865;l_code_f;5;0
2026-07-18T04:00:11.321127;l_code_f;1;0
2026-07-18T05:00:11.408591;l_code_f;5;2
2026-07-18T06:00:36.248679;l_code_f;2;0
2026-07-18T07:00:10.987792;l_code_f;39;1
2026-07-18T14:00:11.071503;l_code_f;4;0
2026-07-18T19:00:08.542850;l_code_f;6;0
2026-07-18T21:00:12.087969;l_code_f;18;0
2026-07-18T22:00:11.811716;l_code_f;4;0
2026-07-18T23:00:08.526160;l_code_f;5;0
2026-07-19T00:00:10.645497;l_code_f;2;0
2026-07-19T01:00:11.891709;l_code_f;1;0
2026-07-19T03:00:10.604112;l_code_f;297;1
2026-07-19T04:00:08.990873;l_code_f;2;0
2026-07-19T05:00:09.442896;l_code_f;7;0
2026-07-19T14:00:09.469107;l_code_f;4;0
2026-07-19T19:00:12.092346;l_code_f;9;0
2026-07-19T21:00:13.065091;l_code_f;13;0
2026-07-19T22:00:12.579811;l_code_f;42;78
2026-07-19T23:00:09.342489;l_code_f;4;0
2026-07-20T01:00:21.629332;l_code_f;107;2
2026-07-20T03:00:11.286902;l_code_f;2;0
2026-07-20T04:00:12.708074;l_code_f;1;0
2026-07-20T05:00:17.422957;l_code_f;2;0
2026-07-20T06:00:11.481308;l_code_f;1;0
2026-07-20T14:00:08.980669;l_code_f;19;0
2026-07-20T19:00:08.608086;l_code_f;84;0
2026-07-20T20:00:12.440814;l_code_f;3;0
2026-07-20T21:00:09.357483;l_code_f;1;0
2026-07-20T22:00:09.269258;l_code_f;120;0
2026-07-20T23:00:09.055596;l_code_f;4;1
2026-07-21T00:00:10.442579;l_code_f;5;0
2026-07-21T01:00:14.403590;l_code_f;4;0
2026-07-21T02:00:11.283594;l_code_f;1;0
2026-07-21T03:00:13.890413;l_code_f;123;2
2026-07-21T04:00:11.160107;l_code_f;36;0
2026-07-21T05:00:10.876443;l_code_f;2;0
2026-07-21T06:00:25.168315;l_code_f;1;0
2026-07-21T14:00:09.458611;l_code_f;4;6
2026-07-22T00:00:09.100719;l_code_f;0;4
2026-07-22T01:00:09.785449;l_code_f;1;0
2026-07-22T02:00:09.748709;l_code_f;3;0
2026-07-22T03:00:11.766161;l_code_f;1;0
2026-07-22T04:00:13.686136;l_code_f;3;0
2026-07-22T05:00:08.644047;l_code_f;1;0
2026-07-22T06:00:19.540822;l_code_f;263;13
2026-07-22T07:00:13.128992;l_code_f;2;0
2026-07-22T08:00:11.763667;l_code_f;1;0
2026-07-22T09:00:08.820700;l_code_f;1;1
2026-07-15T09:00:10.236741;l_ggsp;1;0
2026-07-15T10:00:10.217942;l_ggsp;5;0
2026-07-15T11:00:09.953579;l_ggsp;3;0
2026-07-15T12:00:13.532365;l_ggsp;3;0
2026-07-15T13:00:09.694134;l_ggsp;12;0
2026-07-15T14:00:14.383330;l_ggsp;29;0
2026-07-15T15:00:09.661736;l_ggsp;6;0
2026-07-15T17:00:08.597398;l_ggsp;27;0
2026-07-15T18:00:09.954177;l_ggsp;30;4
2026-07-15T19:00:10.538617;l_ggsp;21;0
2026-07-15T20:00:12.023846;l_ggsp;100;2
2026-07-15T21:00:09.066762;l_ggsp;2;0
2026-07-15T22:00:09.521525;l_ggsp;0;100
2026-07-15T23:00:09.286968;l_ggsp;1;0
2026-07-16T00:00:11.048825;l_ggsp;1;0
2026-07-16T01:00:09.731753;l_ggsp;100;0
2026-07-16T02:00:08.890596;l_ggsp;67;0
2026-07-16T03:00:09.751048;l_ggsp;87;0
2026-07-16T04:00:10.398918;l_ggsp;1;0
2026-07-16T05:00:10.552823;l_ggsp;2;0
2026-07-16T06:00:10.384455;l_ggsp;2;0
2026-07-16T07:00:09.130863;l_ggsp;1;0
2026-07-16T08:00:15.086541;l_ggsp;2;0
2026-07-16T09:00:09.380461;l_ggsp;3;0
2026-07-16T10:00:09.024000;l_ggsp;5;0
2026-07-16T11:00:10.060770;l_ggsp;17;0
2026-07-16T12:00:12.063880;l_ggsp;2;0
2026-07-16T13:00:09.224419;l_ggsp;1;0
2026-07-17T09:00:09.029334;l_ggsp;2;0
2026-07-17T10:00:10.121787;l_ggsp;3;0
2026-07-17T11:00:08.786289;l_ggsp;12;0
2026-07-17T12:00:09.496900;l_ggsp;1;0
2026-07-18T10:00:09.415810;l_ggsp;3;0
2026-07-18T11:00:09.593988;l_ggsp;9;0
2026-07-18T12:00:10.547819;l_ggsp;1;0
2026-07-19T09:00:09.501348;l_ggsp;2;0
2026-07-19T10:00:09.432888;l_ggsp;3;0
2026-07-19T11:00:09.863643;l_ggsp;11;0
2026-07-20T09:00:14.565010;l_ggsp;7;0
2026-07-20T11:00:11.560199;l_ggsp;15;0
2026-07-20T14:00:08.980669;l_ggsp;1;0
2026-07-20T15:00:15.451269;l_ggsp;102;0
2026-07-20T16:00:10.820409;l_ggsp;8;0
2026-07-20T17:00:11.437817;l_ggsp;2;0
2026-07-20T18:00:10.940134;l_ggsp;1;4
2026-07-20T19:00:08.608086;l_ggsp;2;0
2026-07-20T20:00:12.440814;l_ggsp;1;0
2026-07-20T22:00:09.269258;l_ggsp;4;0
2026-07-20T23:00:09.055596;l_ggsp;69;62
2026-07-21T00:00:10.442579;l_ggsp;96;7
2026-07-21T01:00:14.403590;l_ggsp;13;0
2026-07-21T02:00:11.283594;l_ggsp;2;0
2026-07-21T04:00:11.160107;l_ggsp;2;0
2026-07-21T05:00:10.876443;l_ggsp;2;0
2026-07-21T06:00:25.168315;l_ggsp;2;0
2026-07-21T07:00:11.527499;l_ggsp;2;0
2026-07-21T08:00:10.382919;l_ggsp;2;0
2026-07-21T09:00:09.657515;l_ggsp;3;0
2026-07-21T10:00:14.880206;l_ggsp;5;0
2026-07-21T11:00:10.018411;l_ggsp;15;0
2026-07-22T09:00:08.820700;l_ggsp;5;0
2026-07-15T09:00:10.236741;l_code_r;2;0
2026-07-15T10:00:10.217942;l_code_r;3;0
2026-07-15T13:00:09.694134;l_code_r;4;0
2026-07-15T15:00:09.661736;l_code_r;2;0
2026-07-15T16:00:09.216908;l_code_r;3;0
2026-07-15T17:00:08.597398;l_code_r;77;1
2026-07-15T18:00:09.954177;l_code_r;3;0
2026-07-15T21:00:09.066762;l_code_r;1;0
2026-07-16T00:00:11.048825;l_code_r;2;0
2026-07-16T03:00:09.751048;l_code_r;1;0
2026-07-16T08:00:15.086541;l_code_r;56;0
2026-07-16T09:00:09.380461;l_code_r;1;4
2026-07-16T10:00:09.024000;l_code_r;11;0
2026-07-16T13:00:09.224419;l_code_r;1;0
2026-07-16T15:00:09.345557;l_code_r;7;0
2026-07-16T16:00:08.469664;l_code_r;142;0
2026-07-16T18:00:08.918300;l_code_r;1;0
2026-07-16T21:00:09.897734;l_code_r;1;0
2026-07-17T00:00:09.627875;l_code_r;1;0
2026-07-17T03:00:13.849588;l_code_r;1;0
2026-07-17T08:00:08.956399;l_code_r;153;0
2026-07-17T09:00:09.029334;l_code_r;126;2
2026-07-17T10:00:10.121787;l_code_r;36;0
2026-07-17T11:00:08.786289;l_code_r;27;0
2026-07-17T12:00:09.496900;l_code_r;6;0
2026-07-17T13:00:09.360895;l_code_r;6;0
2026-07-17T14:00:09.261136;l_code_r;1;0
2026-07-17T15:00:22.971598;l_code_r;70;0
2026-07-17T16:00:11.021499;l_code_r;13;0
2026-07-17T17:00:09.316012;l_code_r;10;0
2026-07-17T18:00:09.608196;l_code_r;7;0
2026-07-17T19:00:09.815981;l_code_r;2;0
2026-07-18T00:00:23.577258;l_code_r;3;0
2026-07-18T08:00:09.330506;l_code_r;106;0
2026-07-18T09:00:09.653124;l_code_r;5;0
2026-07-18T10:00:09.415810;l_code_r;4;0
2026-07-18T11:00:09.593988;l_code_r;116;0
2026-07-18T13:00:11.948680;l_code_r;4;0
2026-07-18T15:00:11.397872;l_code_r;4;0
2026-07-18T16:00:10.459501;l_code_r;144;2
2026-07-18T18:00:15.116122;l_code_r;1;0
2026-07-18T21:00:12.087969;l_code_r;1;0
2026-07-19T00:00:10.645497;l_code_r;6;0
2026-07-19T03:00:10.604112;l_code_r;1;0
2026-07-19T08:00:09.735776;l_code_r;110;3
2026-07-19T09:00:09.501348;l_code_r;1;0
2026-07-19T10:00:09.432888;l_code_r;2;0
2026-07-19T11:00:09.863643;l_code_r;4;0
2026-07-19T13:00:10.944193;l_code_r;2;2
2026-07-19T15:00:09.847248;l_code_r;2;0
2026-07-19T16:00:09.013167;l_code_r;1;0
2026-07-19T18:00:10.521764;l_code_r;1;0
2026-07-19T21:00:13.065091;l_code_r;14;0
2026-07-20T03:00:11.286902;l_code_r;4;0
2026-07-20T08:00:10.845798;l_code_r;90;3
2026-07-20T10:00:08.990839;l_code_r;5;0
2026-07-20T13:00:17.445837;l_code_r;2;0
2026-07-20T14:00:08.980669;l_code_r;3;0
2026-07-20T15:00:15.451269;l_code_r;115;0
2026-07-20T16:00:10.820409;l_code_r;1;0
2026-07-20T17:00:11.437817;l_code_r;1;0
2026-07-20T18:00:10.940134;l_code_r;29;3
2026-07-20T21:00:09.357483;l_code_r;1;2
2026-07-21T00:00:10.442579;l_code_r;14;0
2026-07-21T03:00:13.890413;l_code_r;12;0
2026-07-21T08:00:10.382919;l_code_r;23;2
2026-07-21T09:00:09.657515;l_code_r;3;0
2026-07-21T14:00:09.458611;l_code_r;67;16
2026-07-21T15:00:08.904677;l_code_r;5;0
2026-07-22T00:00:09.100719;l_code_r;0;14
2026-07-22T01:00:09.785449;l_code_r;0;5
2026-07-22T03:00:11.766161;l_code_r;7;0
2026-07-22T08:00:11.763667;l_code_r;147;1
2026-07-22T09:00:08.820700;l_code_r;4;0
2026-07-15T18:00:09.954177;l_code_s;1;0
2026-07-15T20:00:12.023846;l_code_s;1;0
2026-07-15T23:00:09.286968;l_code_s;1;0
2026-07-16T00:00:11.048825;l_code_s;13;0
2026-07-16T01:00:09.731753;l_code_s;1;0
2026-07-16T17:00:09.909185;l_code_s;1;0
2026-07-16T18:00:08.918300;l_code_s;2;0
2026-07-16T19:00:17.381131;l_code_s;2;0
2026-07-16T20:00:09.854189;l_code_s;7;0
2026-07-16T21:00:09.897734;l_code_s;1;0
